experiment_id,group,metric,n_unique_runs,mean,std,median,min,max,ci95_half_width,effect_size_vs_reference,convergence_status,failure_count
V2_SPECTRAL_GAP,positive_gap|gap=0.5,theoretical_bound,15,0.4800000000000001,0.4098780306383839,0.4,0.039999999999999994,1.0,0.2074269027874639,NA_no_reference,complete,0
V2_PROJECTOR_RECOVERY,random,closure_leakage,5,0.5099319509969853,0.22910041520735905,0.4017377932562903,0.2572254711854316,0.7991109790543446,0.2008153680142159,3.1039839869026307,complete,0
V2_PROJECTOR_RECOVERY,random,principal_angle_radians,5,1.2529753254984606,0.24326486663339839,1.3199503914542143,0.8424317378807455,1.4627324027818227,0.21323105710524207,NA_zero_variance,complete,0
V2_PROJECTOR_RECOVERY,random,ram_peak_bytes,5,6288.0,0.0,6288.0,6288.0,6288.0,0.0,0.0,complete,0
V2_PROJECTOR_RECOVERY,random,runtime_seconds,5,0.004844079981558025,0.0006040447528403572,0.004959399986546487,0.004183099954389036,0.005726099945604801,0.0005294685704908144,-0.8162988061806777,complete,0
V2_CP_RANK_SWEEP,rank=0,ram_peak_bytes,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,0
V2_CP_RANK_SWEEP,rank=0,relative_frobenius_error,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,0
V2_CP_RANK_SWEEP,rank=0,runtime_seconds,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,0
V2_CP_RANK_SWEEP,rank=1,ram_peak_bytes,5,8344.0,35.77708763999664,8328.0,8328.0,8408.0,31.359999999999996,NA_zero_variance,complete,0
V2_CP_RANK_SWEEP,rank=1,relative_frobenius_error,5,0.8814136195501525,0.0271725532385423,0.8895011085551975,0.8484172405173138,0.9105093657606754,0.023817793056136155,NA_zero_variance,complete,0
V2_CP_RANK_SWEEP,rank=1,runtime_seconds,5,0.00847542000701651,0.0011462075783284233,0.007876100018620491,0.007410399965010583,0.010188799991738051,0.0010046952400953656,NA_zero_variance,complete,0
V2_CP_RANK_SWEEP,rank=2,ram_peak_bytes,5,8470.4,14.310835055998655,8464.0,8464.0,8496.0,12.544,NA_zero_variance,complete,0
V2_CP_RANK_SWEEP,rank=2,relative_frobenius_error,5,0.7792946892121392,0.02636388623594561,0.7711380208611235,0.7537902670774316,0.8132413859416684,0.023108965175661012,NA_zero_variance,complete,0
V2_CP_RANK_SWEEP,rank=2,runtime_seconds,5,0.016653840010985733,0.0024220141321048077,0.015759099973365664,0.014340699999593198,0.020126900053583086,0.00212298899080579,NA_zero_variance,complete,0
V2_CP_RANK_SWEEP,rank=3,ram_peak_bytes,5,8568.0,0.0,8568.0,8568.0,8568.0,0.0,NA_zero_variance,complete,0
V2_CP_RANK_SWEEP,rank=3,relative_frobenius_error,5,0.7025548266524086,0.03500513379213643,0.6930333673144227,0.6688885281599295,0.7594054580640897,0.030683352618511277,NA_zero_variance,complete,0
V2_CP_RANK_SWEEP,rank=3,runtime_seconds,5,0.02292386001208797,0.001274883166836709,0.023116500000469387,0.020946100004948676,0.024394200008828193,0.001117484366371498,NA_zero_variance,complete,0
V2_APPROX_CLOSURE_BOUND,single|epsilon=0.0,observed_error,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,0
