key,cy_score,top10,origins,year,title,authors,venue,doi,arxiv,openalex,abstract
10.1214/09-aos729,0,True,kw:openalex:CY4,2010,Nearly unbiased variable selection under minimax concave penalty,Cun‐Hui Zhang,The Annals of Statistics,10.1214/09-aos729,,https://openalex.org/W1965125844,"We propose MC+, a fast, continuous, nearly unbiased and accurate method of penalized variable selection in high-dimensional linear regression. The LASSO is fast and continuous, but biased. The bias of the LASSO may prevent consistent variable selection. Subset selection is unbiased but computationally costly. The MC+ has two elements: a minimax concave penalty (MCP) and a penalized linear unbiased selection (PLUS) algorithm. The MCP provides the convexity of the penalized loss in sparse regions to the greatest extent given certain thresholds for variable selection and unbiasedness. The PLUS computes multiple exact local minimizers of a possibly nonconvex penalized loss function in a certain main branch of the graph of critical points of the penalized loss. Its output is a continuous piecewise linear path encompassing from the origin for infinite penalty to a least squares solution for zero penalty. We prove that at a universal penalty level, the MC+ has high probability of matching the signs of the unknowns, and thus correct selection, without assuming the strong irrepresentable condition required by the LASSO. This selection consistency applies to the case of p≫n, and is proved to hold for exactly the MC+ solution among possibly many local minimizers. We prove that the MC+ attains certain minimax convergence rates in probability for the estimation of regression coefficients in ℓr balls. We use the SURE method to derive degrees of freedom and Cp-type risk estimates for general penalized LSE, including the LASSO and MC+ estimators, and prove their unbiasedness. Based on the estimated degrees of freedom, we propose an estimator of the noise level for proper choice of the penalty level. For full rank designs and general sub-quadratic penalties, we provide necessary and sufficient conditions for the continuity of the penalized LSE. Simulation results overwhelmingly support our claim of superior variable selection properties and demonstrate the computational efficiency o"
10.48550/arxiv.2202.10822,0,False,kw:openalex:CY3,2022,Neighbors,Gábor Tóth; Lázló Fejes Tóth; W. Kuperberg,arXiv (Cornell University),10.48550/arxiv.2202.10822,,https://openalex.org/W4291330914,Two members of a packing are neighbors if they have a common boundary point. A multitude of problems arises in connection with neighbors in a packing. The oldest one concerns a dispute between Newton and Gregory about the maximum number of neighbors a member can have in a packing of congruent balls. Other problems ask for the average number of neighbors or the maximum number of mutually neighboring members in a packing. The present work gives a survey of these problems.
10.1101/cshperspect.a018309,0,False,kw:openalex:CY4,2017,Neurofilaments and Neurofilament Proteins in Health and Disease,Aidong Yuan; Mala V. Rao; Veeranna; Ralph A. Nixon,Cold Spring Harbor Perspectives in Biology,10.1101/cshperspect.a018309,,https://openalex.org/W2604210857,"SUMMARYNeurofilaments (NFs) are unique among tissue-specific classes of intermediate filaments (IFs) in being heteropolymers composed of four subunits (NF-L [neurofilament light]; NF-M [neurofilament middle]; NF-H [neurofilament heavy]; and α-internexin or peripherin), each having different domain structures and functions. Here, we review how NFs provide structural support for the highly asymmetric geometries of neurons and, especially, for the marked radial expansion of myelinated axons crucial for effective nerve conduction velocity. NFs in axons extensively cross-bridge and interconnect with other non-IF components of the cytoskeleton, including microtubules, actin filaments, and other fibrous cytoskeletal elements, to establish a regionally specialized network that undergoes exceptionally slow local turnover and serves as a docking platform to organize other organelles and proteins. We also discuss how a small pool of oligomeric and short filamentous precursors in the slow phase of axonal transport maintains this network. A complex pattern of phosphorylation and dephosphorylation events on each subunit modulates filament assembly, turnover, and organization within the axonal cytoskeleton. Multiple factors, and especially turnover rate, determine the size of the network, which can vary substantially along the axon. NF gene mutations cause several neuroaxonal disorders characterized by disrupted subunit assembly and NF aggregation. Additional NF alterations are associated with varied neuropsychiatric disorders. New evidence that subunits of NFs exist within postsynaptic terminal boutons and influence neurotransmission suggests how NF proteins might contribute to normal synaptic function and neuropsychiatric disease states."
10.1103/revmodphys.94.015004,0,False,kw:openalex:CY2,2022,Noisy intermediate-scale quantum algorithms,Kishor Bharti; Alba Cervera-Lierta; Thi Ha Kyaw; Tobias Haug; Sumner Alperin-Lea; Abhinav Anand,Reviews of Modern Physics,10.1103/revmodphys.94.015004,,https://openalex.org/W4213212652,"Noisy quantum computers can in principle perform reliable quantum computations, but truly scalable systems require noise levels lower than are presently achieved. Still, moderate-complexity computations can be performed. This review discusses what is possible in this ``noisy intermediate scale'' quantum (NISQ) era. Topic areas include the simulation of many-body physics and chemistry, combinatorial optimization, and machine learning. It is evident that the NISQ era has produced new paradigms for programming that will be built upon as quantum computers are further perfected."
10.48550/arxiv.2204.01877,0,False,kw:openalex:CY1,2022,Non-Euclidean Monotone Operator Theory with Applications to Recurrent Neural Networks,Alexander A. Davydov; Saber Jafarpour; Anton V. Proskurnikov; Francesco Bullo,arXiv (Cornell University),10.48550/arxiv.2204.01877,,https://openalex.org/W4226074582,"We provide a novel transcription of monotone operator theory to the non-Euclidean finite-dimensional spaces $\ell_1$ and $\ell_{\infty}$. We first establish properties of mappings which are monotone with respect to the non-Euclidean norms $\ell_1$ or $\ell_{\infty}$. In analogy with their Euclidean counterparts, mappings which are monotone with respect to a non-Euclidean norm are amenable to numerous algorithms for computing their zeros. We demonstrate that several classic iterative methods for computing zeros of monotone operators are directly applicable in the non-Euclidean framework. We present a case-study in the equilibrium computation of recurrent neural networks and demonstrate that casting the computation as a suitable operator splitting problem improves convergence rates."
10.1017/cbo9780511535123,0,False,kw:openalex:CY3,2008,Nonequilibrium Quantum Field Theory,Esteban Calzetta; B. L. Hu,Cambridge University Press eBooks,10.1017/cbo9780511535123,,https://openalex.org/W111007863,"Bringing together the key ideas from nonequilibrium statistical mechanics and powerful methodology from quantum field theory, this book captures the essence of nonequilibrium quantum field theory. Beginning with the foundational aspects of the theory, the book presents important concepts and useful techniques, discusses issues of basic interest, and shows how thermal field, linear response, kinetic theories and hydrodynamics emerge. It also illustrates how these concepts and methodology are applied to current research topics including nonequilibrium phase transitions, thermalization in relativistic heavy ion collisions, the nonequilibrium dynamics of Bose-Einstein condensation, and the generation of structures from quantum fluctuations in the early Universe. Divided into five parts, with each part addressing a particular stage in the conceptual and technical development of the subject, this self-contained book is a valuable reference for graduate students and researchers in particle physics, gravitation, cosmology, atomic-optical and condensed matter physics."
10.1007/978-3-030-91654-1_2,0,False,fwd:CY15;fwd:HRY20,2021,Notation and Mathematical Foundations,Qiao‐Li Dong; Yeol Je Cho; Songnian He; Pãnos M. Pardalos; Themistocles M. Rassias,SpringerBriefs in optimization,10.1007/978-3-030-91654-1_2,,W4213422212,
10.1016/j.ppnp.2008.05.001,0,False,kw:openalex:CY3,2008,Nuclear magic numbers: New features far from stability,O. Sorlin; M. G. Porquet,Progress in Particle and Nuclear Physics,10.1016/j.ppnp.2008.05.001,,https://openalex.org/W2049983086,
10.1017/s0962492912000037,0,False,kw:openalex:CY1,2012,Numerical-asymptotic boundary integral methods in high-frequency acoustic scattering,Simon N. Chandler‐Wilde; Ivan G. Graham; S. Langdon; Euan A. Spence,Acta Numerica,10.1017/s0962492912000037,,https://openalex.org/W2038870672,"In this article we describe recent progress on the design, analysis and implementation of hybrid numerical-asymptotic boundary integral methods for boundary value problems for the Helmholtz equation that model time harmonic acoustic wave scattering in domains exterior to impenetrable obstacles. These hybrid methods combine conventional piecewise polynomial approximations with high-frequency asymptotics to build basis functions suitable for representing the oscillatory solutions. They have the potential to solve scattering problems accurately in a computation time that is (almost) independent of frequency and this has been realized for many model problems. The design and analysis of this class of methods requires new results on the analysis and numerical analysis of highly oscillatory boundary integral operators and on the high-frequency asymptotics of scattering problems. The implementation requires the development of appropriate quadrature rules for highly oscillatory integrals. This article contains a historical account of the development of this currently very active field, a detailed account of recent progress and, in addition, a number of original research results on the design, analysis and implementation of these methods."
10.24840/2184-4933_2018-0034_0010,0,False,kw:openalex:CY3,2018,ORIGAMI TESSELATIONS,Filipa Osório; Alexandra Paio; Sancho Oliveira,Boletim da APROGED/Boletim da Aproged,10.24840/2184-4933_2018-0034_0010,,https://openalex.org/W2972999365,"Rigid Origami folding surfaces have very interesting qualities for Architecture and Engineering given their geometric, structural and elastic qualities. The ability to turn a flat element, isotropic, without any structural capacity, into a self-supporting element strictly through folds in the material opens the door to a multitude of uses. Besides that, the intrinsic geometry of the crease pattern may allow the surface to assume doubly curved forms while the flat element, before the folding, could never do it without the deformation of the material [01][02]. The main goal of this Ph.D. research is to reach a workflow that allows for the design and implementation of kinetically reconfigurable Origami Surfaces. In this paper, we will address mainly the parameterization of certain folded geometries, illustrating our method, simulating the folding of regular crease patterns through geometric operations on the smallest set of faces (local) that can be reproduced to simulate the whole group (global)."
10.1007/s12532-020-00179-2,0,False,kw:openalex:CY2,2020,OSQP: an operator splitting solver for quadratic programs,Bartolomeo Stellato; Goran Banjac; Paul J. Goulart; Alberto Bemporad; Stephen Boyd,Mathematical Programming Computation,10.1007/s12532-020-00179-2,,https://openalex.org/W2769646558,
10.48550/arxiv.2302.09504,0,False,kw:openalex:CY1,2023,On Douglas-Rachford splitting that generally fails to be a proximal mapping: A degenerate proximal point analysis,Feng Xue,arXiv (Cornell University),10.48550/arxiv.2302.09504,,https://openalex.org/W4321472432,"Based on a degenerate proximal point analysis, we show that the Douglas-Rachford splitting can be reduced to a well-defined resolvent, but generally fails to be a proximal mapping. This extends the recent result of [Bauschke, Schaad and Wang. Math. Program., 168 (2018), pp. 55-61] to more general setting. The related concepts and consequences are also discussed. In particular, the results regarding the maximal and cyclic monotonicity are instrumental for analyzing many operator splitting algorithms."
10.1007/978-3-7643-8969-7_9,0,False,kw:openalex:CY1,2008,On Local and Global Regularity of Fourier Integral Operators,Michael Ruzhansky,Birkhäuser Basel eBooks,10.1007/978-3-7643-8969-7_9,,https://openalex.org/W2969309722,"The aim of this paper is to give a review of local and global properties of Fourier integral operators with real and complex phases, in local L p , global L 2 , and in Colombeau’s spaces."
10.1090/s0273-0979-1989-15750-9,0,False,kw:openalex:CY3,1989,"On a theory of computation and complexity over the real numbers: 𝑁𝑃- completeness, recursive functions and universal machines",Lenore Blum; M. Shub; Steve Smale,Bulletin of the American Mathematical Society,10.1090/s0273-0979-1989-15750-9,,https://openalex.org/W2071846104,"We present a model for computation over the reals or an arbitrary (ordered) ring R. In this general setting, we obtain universal machines, partial recursive functions, as well as JVP-complete problems.While our theory reflects the classical over Z (e.g., the computable functions are the recursive functions) it also reflects the special mathematical character of the underlying ring R (e.g., complements of Julia sets provide natural examples of R. E. undecidable sets over the reals) and provides a natural setting for studying foundational issues concerning algorithms in numerical analysis.Introduction.We develop here some ideas for machines and computation over the real numbers R.One motivation for this comes from scientific computation.In this use of the computer, a reasonable idealization has the cost of multiplication independent of the size of the number.This contrasts with the usual theoretical computer science picture which takes into account the number of bits of the numbers.Another motivation is to bring the theory of computation into the domain of analysis, geometry and topology.The mathematics of these subjects can then be put to use in the systematic analysis of algorithms.On the other hand, there is an extensively developed subject of the theory of discrete computation, which we don't wish to lose in our theory.Toward this end we define machines, partial recursive functions, and other objects of study over a ring R. Then in the case where R is the ring of integers Z, we have the same objects (or perhaps equivalent objects) as the classical ones.Computable functions over Z are thus ordinary computable functions.R.E.sets over Z are ordinary R.E.sets.But when the ring is specialized to the real numbers, we have computable functions which are reasonable for the study of algorithms of numerical analysis.R.E.sets over R are no longer countable and include, for example, basins of attraction of complex analytic dynamical systems."
10.1016/j.jde.2013.07.029,0,False,kw:openalex:CY1,2013,On completeness of root functions of Sturm–Liouville problems with discontinuous boundary operators,Alexander Shlapunov; Николай Тарханов,Journal of Differential Equations,10.1016/j.jde.2013.07.029,,https://openalex.org/W2027285052,
10.1073/pnas.1907377117,0,False,kw:openalex:CY4,2020,On instabilities of deep learning in image reconstruction and the potential costs of AI,Vegard Antun; Francesco Renna; Clarice Poon; Ben Adcock; Anders C. Hansen,Proceedings of the National Academy of Sciences,10.1073/pnas.1907377117,,https://openalex.org/W2911290743,"Deep learning, due to its unprecedented success in tasks such as image classification, has emerged as a new tool in image reconstruction with potential to change the field. In this paper, we demonstrate a crucial phenomenon: Deep learning typically yields unstable methods for image reconstruction. The instabilities usually occur in several forms: 1) Certain tiny, almost undetectable perturbations, both in the image and sampling domain, may result in severe artefacts in the reconstruction; 2) a small structural change, for example, a tumor, may not be captured in the reconstructed image; and 3) (a counterintuitive type of instability) more samples may yield poorer performance. Our stability test with algorithms and easy-to-use software detects the instability phenomena. The test is aimed at researchers, to test their networks for instabilities, and for government agencies, such as the Food and Drug Administration (FDA), to secure safe use of deep learning methods."
10.1007/978-3-030-25939-6_15,0,True,kw:openalex:CY1;kw:openalex:CY4,2019,On the Acceleration of Forward-Backward Splitting via an Inexact Newton Method,Andreas Themelis; Masoud Ahookhosh; Panagiotis Patrinos,,10.1007/978-3-030-25939-6_15,,https://openalex.org/W2900403378,
10.1007/s11590-020-01635-7,0,False,fwd:OY02,2020,On the convergence of algorithms with Tikhonov regularization terms,Bruno Dinis; Pedro Pinto,Optimization Letters,10.1007/s11590-020-01635-7,2005.07149,W3025384565,
10.1007/s10107-018-1321-1,0,False,fwd:CY15,2018,On the equivalence of the primal-dual hybrid gradient method and Douglas–Rachford splitting,Daniel O’Connor; Lieven Vandenberghe,Mathematical Programming,10.1007/s10107-018-1321-1,,W2886903283,
10.1080/02331934.2020.1767101,0,False,fwd:CY15;fwd:OY02,2020,On the optimal relaxation parameters of Krasnosel'ski–Mann iteration,Songnian He; Qiao‐Li Dong; Hanlin Tian; Xiaohuan Li,Optimization,10.1080/02331934.2020.1767101,,W3027187496,"This paper is devoted to the optimal selection of the relaxation parameter sequence for Krasnosel'ski–Mann iteration. Firstly, we establish the optimal relaxation parameter sequence of the Krasnosel'ski–Mann iteration, with which the algorithm is proved to achieve the optimal convergence rate. Then we present an approximation to the optimal relaxation parameter sequence since the optimal relaxation parameter sequence involves fixed points of the operators and can't be used in actual computing. Thirdly, we apply our results to the operators splitting method, such as forward–backward splitting methods and Douglas–Rachford splitting method. Finally, numerical experiments are provided to illustrate that Krasnosel'ski–Mann iteration and the relaxed projected method with our proposed relaxation parameter sequence behave better than others."
10.1007/jhep05(2021)033,0,False,kw:openalex:CY3,2021,On the stress tensor light-ray operator algebra,Alexandre Belin; Diego M. Hofman; Grégoire Mathys; Matthew T. Walters,BOA (University of Milano-Bicocca),10.1007/jhep05(2021)033,,https://openalex.org/W3159467018,"We study correlation functions involving generalized ANEC operators of the form ∫dx−(x−)n+2T−−(x→) in four dimensions. We compute two, three, and four-point functions involving external scalar states in both free and holographic Conformal Field Theories. From this information, we extract the algebra of these light-ray operators. We find a global subalgebra spanned by n = {−2, −1, 0, 1, 2} which annihilate the conformally invariant vacuum and transform among themselves under the action of the collinear conformal group that preserves the light-ray. Operators outside this range give rise to an infinite central term, in agreement with previous suggestions in the literature. In free theories, even some of the operators inside the global subalgebra fail to commute when placed at spacelike separation on the same null-plane. This lack of commutativity is not integrable, presenting an obstruction to the construction of a well defined light-ray algebra at coincident x→ coordinates. For holographic CFTs the behavior worsens and operators with n ≠ −2 fail to commute at spacelike separation. We reproduce this result in the bulk of AdS where we present new exact shockwave solutions dual to the insertions of these (exponentiated) operators on the boundary."
oa:https://openalex.org/W3165799890,0,False,kw:openalex:CY1,2021,OpReg-Boost: Learning to Accelerate Online Algorithms with Operator Regression,Nicola Bastianello; Andrea Simonetto; Emiliano Dall’Anese,arXiv (Cornell University),,,https://openalex.org/W3165799890,Code available here https://github.com/nicola-bastianello/reg4opt
10.1186/1758-2946-3-33,0,True,kw:openalex:CY2,2011,Open Babel: An open chemical toolbox,Noel M. O’Boyle; Michael Banck; Craig A. James; Chris Morley; Tim Vandermeersch; Geoffrey Hutchison,Journal of Cheminformatics,10.1186/1758-2946-3-33,,https://openalex.org/W2169678694,"BACKGROUND: A frequent problem in computational modeling is the interconversion of chemical structures between different formats. While standard interchange formats exist (for example, Chemical Markup Language) and de facto standards have arisen (for example, SMILES format), the need to interconvert formats is a continuing problem due to the multitude of different application areas for chemistry data, differences in the data stored by different formats (0D versus 3D, for example), and competition between software along with a lack of vendor-neutral formats. RESULTS: We discuss, for the first time, Open Babel, an open-source chemical toolbox that speaks the many languages of chemical data. Open Babel version 2.3 interconverts over 110 formats. The need to represent such a wide variety of chemical and molecular data requires a library that implements a wide range of cheminformatics algorithms, from partial charge assignment and aromaticity detection, to bond order perception and canonicalization. We detail the implementation of Open Babel, describe key advances in the 2.3 release, and outline a variety of uses both in terms of software products and scientific research, including applications far beyond simple format interconversion. CONCLUSIONS: Open Babel presents a solution to the proliferation of multiple chemical file formats. In addition, it provides a variety of useful utilities from conformer searching and 2D depiction, to filtering, batch conversion, and substructure and similarity searching. For developers, it can be used as a programming library to handle chemical data in areas such as organic chemistry, drug design, materials science, and computational chemistry. It is freely available under an open-source license from http://openbabel.org."
10.1007/s00158-019-02211-z,0,False,kw:openalex:CY2,2019,"OpenMDAO: an open-source framework for multidisciplinary design, analysis, and optimization",Justin S. Gray; John T. Hwang; Joaquim R. R. A. Martins; Kenneth Moore; Bret A. Naylor,Structural and Multidisciplinary Optimization,10.1007/s00158-019-02211-z,,https://openalex.org/W2918809447,"Multidisciplinary design optimization (MDO) is concerned with solving design problems involving coupled numerical models of complex engineering systems. While various MDO software frameworks exist, none of them take full advantage of state-of-the-art algorithms to solve coupled models efficiently. Furthermore, there is a need to facilitate the computation of the derivatives of these coupled models for use with gradient-based optimization algorithms to enable design with respect to large numbers of variables. In this paper, we present the theory and architecture of OpenMDAO, an open-source MDO framework that uses Newton-type algorithms to solve coupled systems and exploits problem structure through new hierarchical strategies to achieve high computational efficiency. OpenMDAO also provides a framework for computing coupled derivatives efficiently and in a way that exploits problem sparsity. We demonstrate the framework’s efficiency by benchmarking scalable test problems. We also summarize a number of OpenMDAO applications previously reported in the literature, which include trajectory optimization, wing design, and structural topology optimization, demonstrating that the framework is effective in both coupling existing models and developing new multidisciplinary models from the ground up. Given the potential of the OpenMDAO framework, we expect the number of users and developers to continue growing, enabling even more diverse applications in engineering analysis and design."
oa:https://openalex.org/W2589883535,0,False,kw:openalex:CY1,2014,Operator Theory for Analysis of Convex Optimization Methods in Machine Learning,Patrick W. Gallagher,eScholarship (California Digital Library),,,https://openalex.org/W2589883535,"As machine learning has more closely interacted with optimization, the concept of convexity has loomed large. Two properties beyond simple convexity have received particularly close attention: strong smoothness and strong convexity. These properties (and their relatives) underlie machine learning analyses from convergence rates to generalization bounds --- they are central and fundamental. This thesis takes as its focus properties from operator theory that, in specific instances, relate to broadened conceptions of convexity, strong smoothness, and strong convexity. Some of the properties we consider coincide with strong smoothness and strong convexity in some settings, but represent broadenings of these concepts in other situations of interest. Our intention throughout is to take an approach that balances theoretical generality with ease of use and subsequent extension. Through this approach we establish a framework, novel in its scope of application, in which a single analysis serves to recover standard convergence rates (typically established via a variety of separate arguments) for convex optimization methods prominent in machine learning. The framework is based on a perspective in which the iterative update for each convex optimization method is regarded as the application of some operator. We establish a collection of correspondences, novel in its comprehensiveness, that exist between ""contractivity- type'' properties of the iterative update operator and ""monotonicity-type'' properties of the associated displacement operator. We call particular attention to the comparison between the broader range of properties that we discuss and the more restricted range considered in the contemporary literature, demonstrating as well the relationship between the broader and narrower range. In support of our discussion of these property correspondences and the optimization method analyses based on them, we relate operator theory concepts that may be unfamiliar to a machine le"
10.48550/arxiv.2505.22363,0,False,kw:openalex:CY1,2025,Operator-Splitting Methods for Neuromorphic Circuit Simulation,Amir Shahhosseini; Thomas Chaffey; Rodolphe Sepulchre,arXiv (Cornell University),10.48550/arxiv.2505.22363,,https://openalex.org/W4416048257,"A novel splitting algorithm is proposed for the numerical simulation of neuromorphic circuits. The algorithm is grounded in the operator-theoretic concept of monotonicity, which bears both physical and algorithmic significance. The splitting exploits this correspondence to translate the circuit architecture into the algorithmic architecture. The paper illustrates the many advantages of the proposed operator-theoretic framework over conventional numerical integration for the simulation of multiscale hierarchical events that characterize neuromorphic behaviors."
oa:https://openalex.org/W2903572344,0,False,kw:openalex:CY1,2018,Opérateurs monotones aléatoires et application à l'optimisation stochastique,Adil Salim,HAL (Le Centre pour la Communication Scientifique Directe),,,https://openalex.org/W2903572344,"This thesis mainly studies optimization algorithms. Programming problems arising in signal processing and machine learning are composite in many cases, i.e they exhibit constraints and non smooth regularization terms. Proximal methods are known to be efficient to solve such problems. However, in modern applications of data sciences, functions to be minimized are often represented as statistical expectations, whose evaluation is intractable. This cover the case of online learning, big data problems and distributed computation problems. To solve this problems, we study in this thesis proximal stochastic methods, that generalize proximal algorithms to the case of cost functions written as expectations. Stochastic proximal methods are first studied with a constant step size, using stochastic approximation techniques. More precisely, the Ordinary Differential Equation method is adapted to the case of differential inclusions. In order to study the asymptotic behavior of the algorithms, the stability of the sequences of iterates (seen as Markov chains) is studied. Then, generalizations of the stochastic proximal gradient algorithm with decreasing step sizes are designed to solve composite problems. Every quantities used to define the optimization problem are written as expectations. This include a primal dual algorithm to solve regularized and linearly constrained problems and an optimization over large graphs algorithm."
10.1101/gr.1224503,0,False,kw:openalex:CY2,2003,OrthoMCL: Identification of Ortholog Groups for Eukaryotic Genomes,Li Li; Christian J. Stoeckert; David S. Roos,Genome Research,10.1101/gr.1224503,,https://openalex.org/W2008856488,"The identification of orthologous groups is useful for genome annotation, studies on gene/protein evolution, comparative genomics, and the identification of taxonomically restricted sequences. Methods successfully exploited for prokaryotic genome analysis have proved difficult to apply to eukaryotes, however, as larger genomes may contain multiple paralogous genes, and sequence information is often incomplete. OrthoMCL provides a scalable method for constructing orthologous groups across multiple eukaryotic taxa, using a Markov Cluster algorithm to group (putative) orthologs and paralogs. This method performs similarly to the INPARANOID algorithm when applied to two genomes, but can be extended to cluster orthologs from multiple species. OrthoMCL clusters are coherent with groups identified by EGO, but improved recognition of ""recent"" paralogs permits overlapping EGO groups representing the same gene to be merged. Comparison with previously assigned EC annotations suggests a high degree of reliability, implying utility for automated eukaryotic genome annotation. OrthoMCL has been applied to the proteome data set from seven publicly available genomes (human, fly, worm, yeast, Arabidopsis, the malaria parasite Plasmodium falciparum, and Escherichia coli). A Web interface allows queries based on individual genes or user-defined phylogenetic patterns (http://www.cbil.upenn.edu/gene-family). Analysis of clusters incorporating P. falciparum genes identifies numerous enzymes that were incompletely annotated in first-pass annotation of the parasite genome."
10.1016/j.jfa.2006.11.005,0,True,kw:openalex:CY1,2007,Oscillatory integral operators with homogeneous polynomial phases in several variables,Allan Greenleaf; Malabika Pramanik; Wan Tang,Journal of Functional Analysis,10.1016/j.jfa.2006.11.005,,https://openalex.org/W2040515062,
10.1016/j.jmaa.2016.11.018,0,False,fwd:CY15,2016,Over relaxed hybrid proximal extragradient algorithm and its application to several operator splitting methods,Li Shen,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2016.11.018,,W2557006226,
10.21203/rs.3.rs-10685329/v1,0,False,kw:openalex:CY4,2026,Over-Relaxed Projected-Forward Iterations for Cocoercive Variational Inequalities: Active-Face Spectral Tuning,Olaoluwa Jeremiah Omidire; K. R. Tijani; B. T. Ishola; M. O. Olatinwo; F. S. Adeyinka; D. R. Ariyo,Research Square,10.21203/rs.3.rs-10685329/v1,,https://openalex.org/W7203442242,
10.1088/1361-6420/adb8c6,0,False,fwd:CY15;fwd:OY02,2025,PALADIN: a novel plug-and-play 3D CS-MRI reconstruction method,Jiemin Wu; Shi-Bai Yin; Tai-Xiang Jiang; Guisong Liu; Xi-Le Zhao,Inverse Problems,10.1088/1361-6420/adb8c6,,W4407811647,"Abstract Compressive sensing magnetic resonance imaging (CS-MRI) accelerates data acquisition by reconstructing high-quality images from a limited set of k-space samples. To solve this ill-posed inverse problem, the plug-and-play (PnP) framework integrates image priors using convolutional neural network (CNN) denoisers. However, CNN denoisers often prioritize local details and may neglect broader degradation effects, leading to visually plausible but structurally inaccurate artifacts. Additionally, the theoretical convergence of PnP methods remains a significant challenge. In this work, we propose a novel method, Plug-And-pLAy 3D MRI recoNstruction, to bridge the gap between denoising and MRI reconstruction. Our model employs the tensor tubal nuclear norm (TNN) to capture intrinsic correlations in 3D MRI data. It also incorporates two implicit regularizers. The first leverages CNN denoisers to exploit image priors. The second, introduced here for the first time, is formulated as a CS-MRI reconstruction subproblem and solved using a deep learning-based method to preserve global spatial structure. We solve the proposed model using the alternating direction method of multipliers. We extend existing theoretical results to prove the algorithm’s convergence to a fixed point under reasonable assumptions. Experiments on two datasets with three sampling masks show that our method outperforms state-of-the-art MRI reconstruction methods. Ablation studies confirm that the TNN and the two implicit regularizers work together to improve reconstruction quality."
10.24840/2184-4933_2018-0034_0002,0,False,kw:openalex:CY3,2018,PARAMETRIC MODELLING OF CLASS II MECHANISMS APPLIED IN MOVABLE STRUCTURES,Anita Pawlak-Jakubowska,Boletim da APROGED/Boletim da Aproged,10.24840/2184-4933_2018-0034_0002,,https://openalex.org/W2978008346,"Movable engineering structures are an important topic of modern scientific issues connected with civil engineering. Working on solutions to these issues requires an interdisciplinary action in fields such as geometry, construction, machine theory and mechanics or automatics. The author work considers class II mechanisms in existing solutions that occur in moving engineering, such as retractable roofs and bridges. Movement realization has a major influence on the behaviour of the structure during displacement. The analysis of the movability of existing engineering objects supported by parametric modelling facilitates the study of movement and allows for new concepts of solutions. KEYWORDS: retractable roof, movable bridge, class II mechanisms, quadrangles."
10.33084/anterior.v23i2.5954,0,False,fwd:RHY22,2024,PEMAHAMAN KONSEP GEOMETRI DASAR MAHASISWA PENDIDIKAN MATEMATIKA,Muhammad Hamdani; Sry Rita Puspitasari; Putri Sasalia S,Anterior Jurnal,10.33084/anterior.v23i2.5954,,W4397011663,"Pemahaman konsep ialah salah satu kecakapan matematis yang harus dikuasai dalam pembelajaran matematika. Pembelajaran matematika yang memuat banyak konsep salah satunya yaitu mata kuliah geometri. Berdasarkan kurikulum pada mata kuliah Geometri tingkat universitas membahas mengenai sistem aksioma euclid dan bidang geometri euclid dan non euclid. Berdasarkan hasil observasi awal, diperoleh bahwa kemampuan dasar geometri mahasiswa tergolong rendah. Hal ini dapat dilihat dari pemahaman siswa dalam mengetahui materi dasar sistem aksioma euclid dan non euclid. Berdasarkan latar belakang tersebut masalah yang akan diambil adalah untuk melihat pemahaman konsep geometri dasar mahasiswa Pendidikan matematika. Metode penelitian yang digunakan adalah metode kuantitatif deskriptif. Penelitian dilakukan terhadap 142 mahasiswa aktif prodi Pendidikan matematika yang sedang dan telah mengampu mata kuliah geometri dasar. Hasil yang diperoleh yaitu sebanyak memperoleh kategori sedang sebanyak 62%, terdiri paling banyak dari Angkatan 2021/2022 sebanyak 38 mahasiswa. Mahasiswa yang memperoleh tingkat tinggi sebanyak 20% dan tingkat rendah sebanyak 18%. Berdasarkan hasil tersebut dapat disimpulkan bahwa mahasiswa program studi Pendidikan matematika masih harus meningkatkan kemampuan geometri dasar."
10.24840/2184-4933_2018-0034_0007,0,False,kw:openalex:CY3,2018,PRODUCING DESIGN OBJECTS FROM REGULAR POLYHEDRA: A PRACTICAL APPROACH,Beniamino Polimeni,Boletim da APROGED/Boletim da Aproged,10.24840/2184-4933_2018-0034_0007,,https://openalex.org/W2611440902,"In the last few years, digital modelling techniques have played a major role in architecture and design, influencing, at the same time, the creative process and the fabrication of objects. This revolution has produced a new productive generation of architects and designers focused on the expanding possibilities of material and formal production, reinforcing the idea of architecture as an interaction between art and artisanship. This original perspective inspires this paper, which illustrates the contemporary scenario and provides some practical guidance about tools and technologies the designers most often use for creating geometric sculptures with 3D printing. Creative possibilities of topological mesh modelling are used to generate complex geometries from regular polyhedra. This process explores how combining different geometric operations can activate architectural inquiry and generate fascinating shapes with creative flexibility."
