key,screen_tier,score,red_flag,origin,families,sources,via,title,year,authors,venue,doi,arxiv,openalex,zbmath,msc,cited_by,abstract
10.3389/fams.2022.806549,T3,2,False,snowball,B,openalex-citations,forward:10.48550/arXiv.2001.01191,"A Practical Guide to the Numerical Implementation of Tensor Networks I: Contractions, Decompositions, and Gauge Freedom",2022,Glen Evenbly,Frontiers in Applied Mathematics and Statistics,10.3389/fams.2022.806549,,https://openalex.org/W4293075156,,,26,"We present an overview of the key ideas and skills necessary to begin implementing tensor network methods numerically, which is intended to facilitate the practical application of tensor network methods for researchers that are already versed with their theoretical foundations. These skills include an introduction to the contraction of tensor networks, to optimal tensor decompositions, and to the manipulation of gauge degrees of freedom in tensor networks. The topics presented are of key importance to many common tensor network algorithms such as DMRG, TEBD, TRG, PEPS, and MERA."
10.1109/sc41405.2020.00028,T3,2,False,snowball,B,openalex-citations,forward:10.48550/arXiv.2001.01191,Distributed-Memory DMRG via Sparse and Dense Parallel Tensor Contractions,2020,Ryan Levy; Edgar Solomonik; Bryan K. Clark,,10.1109/sc41405.2020.00028,,https://openalex.org/W3132553051,,,11,"The density matrix renormalization group (DMRG) algorithm is a powerful tool for solving eigenvalue problems to model quantum systems. DMRG relies on tensor contractions and dense linear algebra to compute properties of condensed matter physics systems. However, its efficient parallel implementation is challenging due to limited concurrency, large memory footprint, and tensor sparsity. We mitigate these problems by implementing two new parallel approaches that handle block sparsity arising in DMRG, via Cyclops, a distributed memory tensor contraction library. We benchmark their performance on two physical systems using the Blue Waters and Stampede2 supercomputers. Our DMRG performance is improved by up to 5.9X in runtime and 99X in processing rate over ITensor, at roughly comparable computational resource use. This enables higher accuracy calculations via larger tensors for quantum state approximation. We demonstrate that despite having limited concurrency, DMRG is weakly scalable with the use of efficient parallel tensor contraction mechanisms."
10.5555/3433701.3433732,T3,2,False,snowball,B,openalex-citations,forward:10.48550/arXiv.2001.01191,Distributed-Memory DMRG via Sparse and Dense Parallel Tensor Contractions,2020,Ryan Levy; Edgar Solomonik; Bryan K. Clark,arXiv (Cornell University),10.5555/3433701.3433732,,https://openalex.org/W3042120061,,,7,"The Density Matrix Renormalization Group (DMRG) algorithm is a powerful tool for solving eigenvalue problems to model quantum systems. DMRG relies on tensor contractions and dense linear algebra to compute properties of condensed matter physics systems. However, its efficient parallel implementation is challenging due to limited concurrency, large memory footprint, and tensor sparsity. We mitigate these problems by implementing two new parallel approaches that handle block sparsity arising in DMRG, via Cyclops, a distributed memory tensor contraction library. We benchmark their performance on two physical systems using the Blue Waters and Stampede2 supercomputers. Our DMRG performance is improved by up to 5.9X in runtime and 99X in processing rate over ITensor, at roughly comparable computational resource use. This enables higher accuracy calculations via larger tensors for quantum state approximation. We demonstrate that despite having limited concurrency, DMRG is weakly scalable with the use of efficient parallel tensor contraction mechanisms."
10.1007/s10543-013-0454-0,T3,2,False,snowball,A,openalex-citations,backward:10.1137/22M1473790,A projector-splitting integrator for dynamical low-rank approximation,2013,Christian Lubich; Ivan Oseledets,BIT Numerical Mathematics,10.1007/s10543-013-0454-0,,https://openalex.org/W2096434207,,,183,
10.1103/physrevb.102.094315,T3,2,False,snowball,A,openalex-citations,backward:10.1137/22M1473790,Time-dependent variational principle with ancillary Krylov subspace,2020,Mingru Yang; Steven R. White,Physical review. B./Physical review. B,10.1103/physrevb.102.094315,,https://openalex.org/W3025003171,,,144,"We propose an improved scheme to do the time-dependent variational principle (TDVP) in finite matrix product states (MPSs) for two-dimensional systems or one-dimensional systems with long-range interactions. We present a method to represent the time-evolving state in a MPS with its basis enriched by state averaging with global Krylov vectors. We show that the projection error is significantly reduced so precise time evolution can still be obtained even if a larger time step is used. Combined with the one-site TDVP, our approach provides a way to dynamically increase the bond dimension while still preserving unitarity for real-time evolution. Our method can be more accurate and exhibit slower bond dimension growth than the conventional two-site TDVP."
10.1007/s10543-024-01032-x,T3,2,False,snowball,A,openalex-citations,forward:10.1137/22M1473790,A robust second-order low-rank BUG integrator based on the midpoint rule,2024,Gianluca Ceruti; Lukas Einkemmer; Jonas Kusch; Christian Lubich,BIT Numerical Mathematics,10.1007/s10543-024-01032-x,,https://openalex.org/W4400606850,,,20,"Abstract Dynamical low-rank approximation has become a valuable tool to perform an on-the-fly model order reduction for prohibitively large matrix differential equations. A core ingredient is the construction of integrators that are robust to the presence of small singular values and the resulting large time derivatives of the orthogonal factors in the low-rank matrix representation. Recently, the robust basis-update & Galerkin (BUG) class of integrators has been introduced. These methods require no steps that evolve the solution backward in time, often have favourable structure-preserving properties, and allow for parallel time-updates of the low-rank factors. The BUG framework is flexible enough to allow for adaptations to these and further requirements. However, the BUG methods presented so far have only first-order robust error bounds. This work proposes a second-order BUG integrator for dynamical low-rank approximation based on the midpoint quadrature rule. The integrator first performs a half-step with a first-order BUG integrator, followed by a Galerkin update with a suitably augmented basis. We prove a robust second-order error bound which in addition shows an improved depe"
10.1016/j.jcp.2024.112757,T3,2,False,snowball,A,openalex-citations,forward:10.1137/22M1473790,Accelerating the simulation of kinetic shear Alfvén waves with a dynamical low-rank approximation,2024,Lukas Einkemmer,Journal of Computational Physics,10.1016/j.jcp.2024.112757,,https://openalex.org/W4390806683,,,14,"We propose a dynamical low-rank algorithm for a gyrokinetic model that is used to describe strongly magnetized plasmas. The low-rank approximation is based on a decomposition into variables parallel and perpendicular to the magnetic field, as suggested by the physics of the underlying problem. We show that the resulting scheme exactly recovers the dispersion relation even with rank 1. We then perform a simulation of kinetic shear Alfvén waves and show that using the proposed dynamical low-rank algorithm a drastic reduction (multiple orders of magnitude) in both computational time and memory consumption can be achieved. We also compare the performance of robust first and second-order projector splitting, BUG (also called unconventional), and augmented BUG integrators as well as a FFT-based spectral and Lax–Wendroff discretization."
10.1007/s10543-025-01073-w,T3,2,False,snowball,A,openalex-citations,forward:10.1137/22M1473790,Second-order robust parallel integrators for dynamical low-rank approximation,2025,Jonas Kusch,BIT Numerical Mathematics,10.1007/s10543-025-01073-w,,https://openalex.org/W4411328431,,,10,"Abstract Due to its reduced memory and computational demands, dynamical low-rank approximation (DLRA) has sparked significant interest in multiple research communities. A central challenge in DLRA is the development of time integrators that are robust to the curvature of the manifold of low-rank matrices. Recently, a parallel robust time integrator that permits dynamic rank adaptation and enables a fully parallel update of all low-rank factors was introduced. Despite its favorable computational efficiency, the construction as a first-order approximation to the augmented basis-update & Galerkin integrator restricts the parallel integrator’s accuracy to order one. In this work, an extension to higher order is proposed by a careful basis augmentation before solving the matrix differential equations of the factorized solution. A robust error bound with an improved dependence on normal components of the vector field together with a norm preservation property up to small terms is derived. These analytic results are complemented and demonstrated through a series of numerical experiments."
10.1021/acs.jctc.4c00751,T3,2,False,snowball,A,openalex-citations,forward:10.1137/22M1473790,Comparison of Matrix Product State and Multiconfiguration Time-Dependent Hartree Methods for Nonadiabatic Dynamics of Exciton Dissociation,2024,Maximilian F. X. Dorfner; Dominik Brey; Irène Burghardt; Frank Ortmann,Journal of Chemical Theory and Computation,10.1021/acs.jctc.4c00751,,https://openalex.org/W4403134590,,,10,"The excited-state dynamics of organic molecules, molecular aggregates, and donor-acceptor clusters is typically governed by the interplay of electronic excitations and, due to their flexibility and soft bonding, by the interaction with their vibrations. This interaction in these systems can be characterized by a few relevant electronic states that are coupled to numerous vibrational normal modes, encompassing a vast configurational space of the molecules. The full quantum simulation of these type of systems has been long dominated by the multiconfiguration time-dependent Hartree (MCTDH) approach and its multilayer variants, which are considered the gold standard in the presence of electron-vibration coupling with a large number of modes. Recently, also the matrix product state ansatz (MPS) with appropriate time-evolution schemes has been applied to these types of Hamiltonians. In this article, we provide a numerical comparison of excited-state dynamics between the MCTDH and MPS approaches for two electron-vibration coupled systems. Notably, we consider two models for exciton dissociation at a P3HT:PCBM heterojunction, comprising two electronic states and 100 vibrational modes, and "
10.1137/110836067,T3,1,False,harvest+snowball,A;F;M,openalex,forward:10.1137/090764189,A New Truncation Strategy for the Higher-Order Singular Value Decomposition,2012,Nick Vannieuwenhoven; Raf Vandebril; Karl Meerbergen,SIAM Journal on Scientific Computing,10.1137/110836067,,https://openalex.org/W2055913665,,,290,"We present an alternative strategy for truncating the higher-order singular value decomposition (T-HOSVD). An error expression for an approximate Tucker decomposition with orthogonal factor matrices is presented, leading us to propose a novel truncation strategy for the HOSVD, which we refer to as the sequentially truncated higher-order singular value decomposition (ST-HOSVD). This decomposition retains several favorable properties of the T-HOSVD, while reducing the number of operations required to compute the decomposition and practically always improving the approximation error. Three applications are presented, demonstrating the effectiveness of ST-HOSVD. In the first application, ST-HOSVD, T-HOSVD, and higher-order orthogonal iteration (HOOI) are employed to compress a database of images of faces. On average, the ST-HOSVD approximation was only $0.1\%$ worse than the optimum computed by HOOI, while cutting the execution time by a factor of $20$. In the second application, classification of handwritten digits, ST-HOSVD achieved a speedup factor of $50$ over T-HOSVD during the training phase, and reduced the classification time and storage costs, while not significantly affecting"
10.1137/140953289,T3,1,False,harvest+snowball,A;B;M,openalex,backward:10.1137/22M1473790;backward:10.48550/arXiv.2001.01191,Alternating Minimal Energy Methods for Linear Systems in Higher Dimensions,2014,Sergey Dolgov; Dmitry Savostyanov,SIAM Journal on Scientific Computing,10.1137/140953289,,https://openalex.org/W1996869553,,,263,"We propose algorithms for the solution of high-dimensional symmetrical positive definite (SPD) linear systems with the matrix and the right-hand side given and the solution sought in a low-rank format. Similarly to density matrix renormalization group (DMRG) algorithms, our methods optimize the components of the tensor product format subsequently. To improve the convergence, we expand the search space by an inexact gradient direction. We prove the geometrical convergence and estimate the convergence rate of the proposed methods utilizing the analysis of the steepest descent algorithm. The complexity of the presented algorithms is linear in the mode size and dimension, and the demonstrated convergence is comparable to or even better than the one of the DMRG algorithm. In the numerical experiment we show that the proposed methods are also efficient for non-SPD systems, for example, those arising from the chemical master equation describing the gene regulatory model at the mesoscopic scale."
10.1145/3278607,T3,1,False,harvest,A;B,openalex,,Tensor Completion Algorithms in Big Data Analytics,2019,Qingquan Song; Hancheng Ge; James Caverlee; Xia Hu,ACM Transactions on Knowledge Discovery from Data,10.1145/3278607,,https://openalex.org/W2963472624,,,223,"Tensor completion is a problem of filling the missing or unobserved entries of partially observed tensors. Due to the multidimensional character of tensors in describing complex datasets, tensor completion algorithms and their applications have received wide attention and achievement in areas like data mining, computer vision, signal processing, and neuroscience. In this survey, we provide a modern overview of recent advances in tensor completion algorithms from the perspective of big data analytics characterized by diverse variety, large volume, and high velocity. We characterize these advances from the following four perspectives: general tensor completion algorithms, tensor completion with auxiliary information (variety), scalable tensor completion algorithms (volume), and dynamic tensor completion algorithms (velocity). Further, we identify several tensor completion applications on real-world data-driven problems and present some common experimental frameworks popularized in the literature along with several available software repositories. Our goal is to summarize these popular methods and introduce them to researchers and practitioners for promoting future research and applic"
10.1088/1741-2552/aab2f2,T3,1,False,harvest,A;B,openalex,,A review of classification algorithms for EEG-based brain–computer interfaces: a 10 year update,2018,Fabien Lotte; Laurent Bougrain; Andrzej Cichocki; Maureen Clerc; Marco Congedo; Alain Rakotomamonjy,Journal of Neural Engineering,10.1088/1741-2552/aab2f2,,https://openalex.org/W2794345050,,,2233,"OBJECTIVE: Most current electroencephalography (EEG)-based brain-computer interfaces (BCIs) are based on machine learning algorithms. There is a large diversity of classifier types that are used in this field, as described in our 2007 review paper. Now, approximately ten years after this review publication, many new algorithms have been developed and tested to classify EEG signals in BCIs. The time is therefore ripe for an updated review of EEG classification algorithms for BCIs. APPROACH: We surveyed the BCI and machine learning literature from 2007 to 2017 to identify the new classification approaches that have been investigated to design BCIs. We synthesize these studies in order to present such algorithms, to report how they were used for BCIs, what were the outcomes, and to identify their pros and cons. MAIN RESULTS: We found that the recently designed classification algorithms for EEG-based BCIs can be divided into four main categories: adaptive classifiers, matrix and tensor classifiers, transfer learning and deep learning, plus a few other miscellaneous classifiers. Among these, adaptive classifiers were demonstrated to be generally superior to static ones, even with unsupe"
10.5075/epfl-thesis-6958,T3,1,False,harvest,A;M,openalex,,Riemannian Optimization for Solving High-Dimensional Problems with Low-Rank Tensor Structure,2016,Michael Steinlechner,Infoscience (Ecole Polytechnique Fédérale de Lausanne),10.5075/epfl-thesis-6958,,https://openalex.org/W2336109516,,,9,"In this thesis, we present a Riemannian framework for the solution of high-dimensional optimization problems with an underlying low-rank tensor structure. Here, the high-dimensionality refers to the size of the search space, while the cost function is scalar-valued. Such problems arise, for example, in the reconstruction of high-dimensional data sets and in the solution of parameter dependent partial differential equations. As the degrees of freedom grow exponentially with the number of dimensions, the so-called curse of dimensionality, directly solving the optimization problem is computationally unfeasible even for moderately high-dimensional problems. We constrain the optimization problem by assuming a low-rank tensor structure of the solution; drastically reducing the degrees of freedom. We reformulate this constrained optimization as an optimization problem on a manifold using the smooth embedded Riemannian manifold structure of the low-rank representations of the Tucker and tensor train formats. Exploiting this smooth structure, we derive efficient gradient-based optimization algorithms. In particular, we propose Riemannian conjugate gradient schemes for the solution of the te"
10.48550/arxiv.1801.09414,T3,1,False,harvest,C;G,openalex,,CosFace: Large Margin Cosine Loss for Deep Face Recognition,2018,Hao Wang; Yitong Wang; Zheng Zhou; Xing Ji; Dihong Gong; Jingchao Zhou,arXiv (Cornell University),10.48550/arxiv.1801.09414,,https://openalex.org/W2786817236,,,271,"Face recognition has made extraordinary progress owing to the advancement of deep convolutional neural networks (CNNs). The central task of face recognition, including face verification and identification, involves face feature discrimination. However, the traditional softmax loss of deep CNNs usually lacks the power of discrimination. To address this problem, recently several loss functions such as center loss, large margin softmax loss, and angular softmax loss have been proposed. All these improved losses share the same idea: maximizing inter-class variance and minimizing intra-class variance. In this paper, we propose a novel loss function, namely large margin cosine loss (LMCL), to realize this idea from a different perspective. More specifically, we reformulate the softmax loss as a cosine loss by $L_2$ normalizing both features and weight vectors to remove radial variations, based on which a cosine margin term is introduced to further maximize the decision margin in the angular space. As a result, minimum intra-class variance and maximum inter-class variance are achieved by virtue of normalization and cosine decision margin maximization. We refer to our model trained with LM"
10.5555/1046920.1088718,T3,1,False,harvest,C;G,openalex,,Clustering on the Unit Hypersphere using von Mises-Fisher Distributions,2005,Arindam Banerjee; Inderjit S. Dhillon; Joydeep Ghosh; Suvrit Sra,MPG.PuRe (Max Planck Society),10.5555/1046920.1088718,,https://openalex.org/W2145001205,,,806,"Several large scale data mining applications, such as text categorization and gene expression analysis, involve high-dimensional data that is also inherently directional in nature. Often such data is L2 normalized so that it lies on the surface of a unit hypersphere. Popular models such as (mixtures of) multi-variate Gaussians are inadequate for characterizing such data. This paper proposes a generative mixture-model approach to clustering directional data based on the von Mises-Fisher (vMF) distribution, which arises naturally for data distributed on the unit hypersphere. In particular, we derive and analyze two variants of the Expectation Maximization (EM) framework for estimating the mean and concentration parameters of this mixture. Numerical estimation of the concentration parameters is non-trivial in high dimensions since it involves functional inversion of ratios of Bessel functions. We also formulate two clustering algorithms corresponding to the variants of EM that we derive. Our approach provides a theoretical basis for the use of cosine similarity that has been widely employed by the information retrieval community, and obtains the spherical kmeans algorithm (kmeans with"
10.1103/revmodphys.77.259,T3,1,False,harvest+snowball,B;L;M,openalex,backward:10.1103/PhysRevB.73.094423;backward:10.48550/arXiv.2001.01191,The density-matrix renormalization group,2005,Ulrich Schollwöck,Reviews of Modern Physics,10.1103/revmodphys.77.259,,https://openalex.org/W2154815292,,,3392,"The density-matrix renormalization group (DMRG) is a numerical algorithm for the efficient truncation of the Hilbert space of low-dimensional strongly correlated quantum systems based on a rather general decimation prescription. This algorithm has achieved unprecedented precision in the description of one-dimensional quantum systems. It has therefore quickly become the method of choice for numerical studies of such systems. Its applications to the calculation of static, dynamic, and thermodynamic quantities in these systems are reviewed here. The potential of DMRG applications in the fields of two-dimensional quantum systems, quantum chemistry, three-dimensional small grains, nuclear physics, equilibrium and nonequilibrium statistical physics, and time-dependent phenomena is also discussed. This review additionally considers the theoretical foundations of the method, examining its relationship to matrix-product states and the quantum information content of the density matrices generated by the DMRG."
10.1016/j.chemolab.2011.09.001,T3,1,False,harvest+snowball,A,openalex,forward:10.1137/090764189,Tensors-structured numerical methods in scientific computing: Survey on recent advances,2011,Boris N. Khoromskij,Chemometrics and Intelligent Laboratory Systems,10.1016/j.chemolab.2011.09.001,,https://openalex.org/W1989786408,,,191,
10.1109/tvcg.2019.2904063,T3,1,False,harvest,A,openalex,,TTHRESH: Tensor Compression for Multidimensional Visual Data,2019,Rafael Ballester‐Ripoll; Peter Lindström; Renato Pajarola,IEEE Transactions on Visualization and Computer Graphics,10.1109/tvcg.2019.2904063,,https://openalex.org/W2808348679,,,179,"Memory and network bandwidth are decisive bottlenecks when handling high-resolution multidimensional data sets in visualization applications, and they increasingly demand suitable data compression strategies. We introduce a novel lossy compression algorithm for multidimensional data over regular grids. It leverages the higher-order singular value decomposition (HOSVD), a generalization of the SVD to three dimensions and higher, together with bit-plane, run-length and arithmetic coding to compress the HOSVD transform coefficients. Our scheme degrades the data particularly smoothly and achieves lower mean squared error than other state-of-the-art algorithms at low-to-medium bit rates, as it is required in data archiving and management for visualization purposes. Further advantages of the proposed algorithm include very fine bit rate selection granularity and the ability to manipulate data at very small cost in the compression domain, for example to reconstruct filtered and/or subsampled versions of all (or selected parts) of the data set."
10.1137/15m1036919,T3,1,False,harvest+snowball,A,openalex,forward:10.1137/090764189,Spectral Tensor-Train Decomposition,2016,Daniele Bigoni; Allan Peter Engsig‐Karup; Youssef Marzouk,SIAM Journal on Scientific Computing,10.1137/15m1036919,,https://openalex.org/W1858056047,,,123,"The accurate approximation of high-dimensional functions is an essential task in uncertainty quantification and many other fields. We propose a new function approximation scheme based on a spectral extension of the tensor-train (TT) decomposition. We first define a functional version of the TT decomposition and analyze its properties. We obtain results on the convergence of the decomposition, revealing links between the regularity of the function, the dimension of the input space, and the TT ranks. We also show that the regularity of the target function is preserved by the univariate functions (i.e., the “cores'') comprising the functional TT decomposition. This result motivates an approximation scheme employing polynomial approximations of the cores. For functions with appropriate regularity, the resulting spectral tensor-train decomposition combines the favorable dimension-scaling of the TT decomposition with the spectral convergence rate of polynomial approximations, yielding efficient and accurate surrogates for high-dimensional functions. To construct these decompositions, we use the sampling algorithm \tt TT-DMRG-cross to obtain the TT decomposition of tensors resulting from "
10.1109/access.2019.2949814,T3,1,False,harvest+snowball,A,openalex,forward:10.1137/090764189,A Survey on Tensor Techniques and Applications in Machine Learning,2019,Yuwang Ji; Qiang Wang; Xuan Li; Jie Liu,IEEE Access,10.1109/access.2019.2949814,,https://openalex.org/W2982471955,,,113,"This survey gives a comprehensive overview of tensor techniques and applications in machine learning. Tensor represents higher order statistics. Nowadays, many applications based on machine learning algorithms require a large amount of structured high-dimensional input data. As the set of data increases, the complexity of these algorithms increases exponentially with the increase of vector size. Some scientists found that using tensors instead of the original input vectors can effectively solve these high-dimensional problems. This survey introduces the basic knowledge of tensor, including tensor operations, tensor decomposition, some tensor-based algorithms, and some applications of tensor in machine learning and deep learning for those who are interested in learning tensors. The tensor decomposition is highlighted because it can effectively extract structural features of data and many algorithms and applications are based on tensor decomposition. The organizational framework of this paper is as follows. In part one, we introduce some tensor basic operations, including tensor decomposition. In part two, applications of tensor in machine learning and deep learning, including regres"
10.1109/access.2019.2908207,T3,1,False,harvest,A,openalex,,Tensor-Based Channel Estimation for Massive MIMO-OFDM Systems,2019,Daniel Costa Araujo; André L. F. de Almeida; João Paulo C. L. da Costa; Rafael T. de Sousa,IEEE Access,10.1109/access.2019.2908207,,https://openalex.org/W2933910221,,,77,"Channel estimation is a crucial problem for massive multiple input multiple output (MIMO) systems to achieve the expected benefits in terms of spectrum and energy efficiencies. However, a considerable number of pilots are usually distributed over a large number of time-frequency resources using orthogonal frequency division multiplexing (OFDM) to effectively estimate a large number of channel coefficients in space and frequency domains, sacrificing spectral efficiency. In this paper, by assuming MIMO-OFDM transmission, we start by proposing a tensor-based minimum mean square error (MMSE) channel estimator that exploits the multidimensional nature of the frequency-selective massive MIMO channel in the frequency-domain, being a low-complexity alternative to the well-known vector-MMSE channel estimation. Then, by incorporating a 3D sparse representation into the tensor-based channel model, a tensor compressive sensing (tensor-CS) model is formulated by assuming that the channel is compressively sampled in space (radio-frequency chains), time (symbol periods), and frequency (pilot subcarriers). This tensor-CS model is used as the basis for the formulation of a tensor-orthogonal matchin"
10.1103/physrevx.12.041018,T3,1,False,harvest,A,openalex,,Learning Feynman Diagrams with Tensor Trains,2022,Y. Núñez-Fernández; Matthieu Jeannin; Philipp T. Dumitrescu; Thomas Kloss; Jason Kaye; Olivier Parcollet,Physical Review X,10.1103/physrevx.12.041018,,https://openalex.org/W4292222267,,,88,"We use tensor network techniques to obtain high-order perturbative diagrammatic expansions for the quantum many-body problem at very high precision.The approach is based on a tensor train parsimonious representation of the sum of all Feynman diagrams, obtained in a controlled and accurate way with the tensor cross interpolation algorithm.It yields the full time evolution of physical quantities in the presence of any arbitrary time-dependent interaction.Our benchmarks on the Anderson quantum impurity problem, within the real-time nonequilibrium Schwinger-Keldysh formalism, demonstrate that this technique supersedes diagrammatic quantum Monte Carlo by orders of magnitude in precision and speed, with convergence rates 1=N 2 or faster, where N is the number of function evaluations.The method also works in parameter regimes characterized by strongly oscillatory integrals in high dimension, which suffer from a catastrophic sign problem in quantum Monte Carlo calculations.Finally, we also present two exploratory studies showing that the technique generalizes to more complex situations: a double quantum dot and a single impurity embedded in a two-dimensional lattice."
10.1016/j.cam.2021.113972,T3,1,False,harvest,A,openalex;zbmath,,Faster tensor train decomposition for sparse data,2021,Lingjie Li; Wenjian Yu; Kim Batselier,Journal of Computational and Applied Mathematics,10.1016/j.cam.2021.113972,1908.02721,https://openalex.org/W4206022883,7460157,65F99;15A69;65F55,23,zbMATH Open Web Interface contents unavailable due to conflicting licenses.
10.48550/arxiv.1406.2816,T3,1,False,harvest,A,openalex,,Computation of the Response Surface in the Tensor Train data format,2014,Sergey Dolgov; Boris N. Khoromskij; Alexander Litvinenko; Hermann G. Matthies,arXiv (Cornell University),10.48550/arxiv.1406.2816,,https://openalex.org/W1853276794,,,23,"We apply the Tensor Train (TT) approximation to construct the Polynomial Chaos Expansion (PCE) of a random field, and solve the stochastic elliptic diffusion PDE with the stochastic Galerkin discretization. We compare two strategies of the polynomial chaos expansion: sparse and full polynomial (multi-index) sets. In the full set, the polynomial orders are chosen independently in each variable, which provides higher flexibility and accuracy. However, the total amount of degrees of freedom grows exponentially with the number of stochastic coordinates. To cope with this curse of dimensionality, the data is kept compressed in the TT decomposition, a recurrent low-rank factorization. PCE computations on sparse grids sets are extensively studied, but the TT representation for PCE is a novel approach that is investigated in this paper. We outline how to deduce the PCE from the covariance matrix, assemble the Galerkin operator, and evaluate some post-processing (mean, variance, Sobol indices), staying within the low-rank framework. The most demanding are two stages. First, we interpolate PCE coefficients in the TT format using a few number of samples, which is performed via the block cross"
10.1103/physrevresearch.7.023087,T3,1,False,harvest,A,openalex,,Two-particle calculations with quantics tensor trains: Solving the parquet equations,2025,Stefan Rohshap; Marc K. Ritter; Hiroshi Shinaoka; Jan von Delft; Markus Wallerberger; Anna Kauch,Physical Review Research,10.1103/physrevresearch.7.023087,,https://openalex.org/W4409737204,,,16,"We present an application of quantics tensor trains (QTTs) and tensor cross interpolation (TCI) to the solution of a full set of self-consistent equations for multivariate functions, the so-called parquet equations. We show that the steps needed to evaluate the equations (Bethe-Salpeter equations, parquet equation, and Schwinger-Dyson equation) can be decomposed into basic operations on the QTT-TCI compressed objects. The repeated application of these operations does not lead to a loss of accuracy beyond a specified tolerance and the iterative scheme converges even for numerically demanding parameters. As examples, we take the Hubbard model in the atomic limit and the single impurity Anderson model, where the basic objects in parquet equations, the two-particle vertices, depend on three frequencies, but not on momenta. The results show that this approach is able to overcome major computational bottlenecks of standard numerical methods. The applied methods allow for an exponential increase of the number of grid points included in the calculations, and a corresponding exponential reduction of the computational error, for a linear increase in computational cost."
10.48550/arxiv.2207.06135,T3,1,False,harvest,A,openalex,,Learning Feynman Diagrams with Tensor Trains,2022,Y. Núñez-Fernández; Matthieu Jeannin; Philipp T. Dumitrescu; Thomas Kloss; Jason P. Kaye; Olivier Parcollet,arXiv (Cornell University),10.48550/arxiv.2207.06135,,https://openalex.org/W4285483583,,,7,"We use tensor network techniques to obtain high order perturbative diagrammatic expansions for the quantum many-body problem at very high precision. The approach is based on a tensor train parsimonious representation of the sum of all Feynman diagrams, obtained in a controlled and accurate way with the tensor cross interpolation algorithm. It yields the full time evolution of physical quantities in the presence of any arbitrary time dependent interaction. Our benchmarks on the Anderson quantum impurity problem, within the real time non-equilibrium Schwinger-Keldysh formalism, demonstrate that this technique supersedes diagrammatic Quantum Monte Carlo by orders of magnitude in precision and speed, with convergence rates $1/N^2$ or faster, where N is the number of function evaluations. The method also works in parameter regimes characterized by strongly oscillatory integrals in high dimension, which suffer from a catastrophic sign problem in Quantum Monte-Carlo. Finally, we also present two exploratory studies showing that the technique generalizes to more complex situations: a double quantum dot and a single impurity embedded in a two dimensional lattice."
10.48550/arxiv.1908.02721,T3,1,False,harvest,A,openalex,,Faster Tensor Train Decomposition for Sparse Data,2019,Lingjie Li; Wenjian Yu; Kim Batselier,arXiv (Cornell University),10.48550/arxiv.1908.02721,,https://openalex.org/W2965087529,,,6,"In recent years, the application of tensors has become more widespread in fields that involve data analytics and numerical computation. Due to the explosive growth of data, low-rank tensor decompositions have become a powerful tool to harness the notorious curse of dimensionality. The main forms of tensor decomposition include CP decomposition, Tucker decomposition, tensor train (TT) decomposition, etc. Each of the existing TT decomposition algorithms, including the TT-SVD and randomized TT-SVD, is successful in the field, but neither can both accurately and efficiently decompose large-scale sparse tensors. Based on previous research, this paper proposes a new quasi-best fast TT decomposition algorithm for large-scale sparse tensors with proven correctness and the upper bound of its complexity is derived. In numerical experiments, we verify that the proposed algorithm can decompose sparse tensors faster than the TT-SVD, and have more speed, precision and versatility than randomized TT-SVD, and it can be used to decomposes arbitrary high-dimensional tensor without losing efficiency when the number of non-zero elements is limited. The new algorithm implements a large-scale sparse mat"
10.48436/1h3fh-q1142,T3,1,False,harvest,A,openalex,,"Data for ""Two-particle calculations with quantics tensor trains -- solving the parquet equations""",2024,Stefan Rohshap; Marc K. Ritter; Hiroshi Shinaoka; Jan von Delft; Markus Wallerberger; Anna Kauch,arXiv (Cornell University),10.48436/1h3fh-q1142,,https://openalex.org/W4404342927,,,2,"This data repository contains the original figures, numerical (raw) data and plot scripts to reproduce the figures from the publication ""Two-particle calculations with quantics tensor trains -- solving the parquet equations"" at Physical Review Research. The preprint is available on arXiv. Additional information can be found in the README. License The CC-BY license applies to all the data and pdf files. All distributed code is under the MIT license. Technical details The dataset was created among others using the publicly available tensor4all libraries and ITensors."
10.21468/scipostphys.19.2.038,T3,1,False,harvest,A,openalex,,Adaptive sampling-based optimization of quantics tensor trains for noisy functions: Applications to quantum simulations,2025,Kohtaroh Sakaue; Hiroshi Shinaoka; Rihito Sakurai,SciPost Physics,10.21468/scipostphys.19.2.038,,https://openalex.org/W4413367128,,,2,"Tensor cross interpolation (TCI) is a powerful technique for learning a tensor train (TT) by adaptively sampling a target tensor based on an interpolation formula. However, when the tensor evaluations contain random noise, optimizing the TT is more advantageous than interpolating the noise. Here, we propose a new method that starts with an initial guess of TT and optimizes it using non-linear least-squares by fitting it to measured points obtained from TCI. We use quantics TCI (QTCI) in this method and demonstrate its effectiveness on sine and two-time correlation functions, with each evaluated with random noise. The resulting QTT exhibits increased robustness against noise compared to the QTCI method. Furthermore, we employ this optimized QTT of the correlation function in quantum simulation based on pseudo-imaginary-time evolution, resulting in ground-state energy with higher accuracy than the QTCI or Monte Carlo methods."
